tarih,konya_ort_sicaklik,konya_min_sicaklik,konya_max_sicaklik,konya_toplam_yagis,konya_nem,konya_don_var,antalya_ort_sicaklik,antalya_min_sicaklik,antalya_max_sicaklik,antalya_toplam_yagis,antalya_nem,antalya_don_var,sicaklik_farki,antalya_don_lag1
2024-01-01,4.3,-0.3,8.3,0.5,76,1,11.5,7.7,15.6,4.3,82,0,-7.2,0
2024-01-02,7.2,3.4,13.6,4.1,82,0,13.5,11.8,16.5,12.6,87,0,-6.3,0
2024-01-03,6.1,0.0,13.1,3.0,80,0,13.0,8.2,18.2,0.0,77,0,-6.9,0
2024-01-04,8.7,4.8,14.6,0.0,74,0,14.4,11.3,18.1,0.0,81,0,-5.700000000000001,0
2024-01-05,9.1,5.7,12.7,0.0,65,0,15.1,10.1,21.2,0.0,70,0,-6.0,0
2024-01-06,4.8,-1.3,12.4,0.0,66,1,12.7,7.5,18.3,1.0,71,0,-7.8999999999999995,0
2024-01-07,6.4,1.0,14.2,0.0,72,0,14.7,12.6,15.6,35.1,90,0,-8.299999999999999,0
2024-01-08,9.0,5.1,14.1,0.1,75,0,14.4,11.5,17.9,0.2,87,0,-5.4,0
2024-01-09,6.9,4.2,10.7,9.9,88,0,12.4,10.9,14.3,30.9,92,0,-5.5,0
2024-01-10,3.9,2.0,6.4,1.5,88,0,10.9,9.4,12.6,5.7,83,0,-7.0,0
2024-01-11,3.6,1.0,6.8,0.4,76,0,11.4,7.7,16.5,0.0,58,0,-7.800000000000001,0
2024-01-12,1.7,-2.4,6.3,3.0,84,1,10.1,5.6,15.7,0.0,63,0,-8.4,0
2024-01-13,-0.6,-3.1,2.3,0.0,64,1,9.4,6.2,14.9,0.0,47,0,-10.0,0
2024-01-14,-2.0,-4.7,2.7,0.0,71,1,8.3,3.3,14.8,0.0,53,0,-10.3,0
2024-01-15,2.6,-3.7,9.9,0.0,67,1,10.1,6.5,14.4,0.0,69,0,-7.5,0
2024-01-16,6.6,2.8,12.3,0.3,78,0,12.5,9.6,17.5,2.3,81,0,-5.9,0
2024-01-17,6.0,1.0,12.1,0.1,84,0,13.7,10.4,18.2,0.0,77,0,-7.699999999999999,0
2024-01-18,6.8,-0.3,13.0,0.0,75,1,13.3,10.7,16.4,0.0,85,0,-6.500000000000001,0
2024-01-19,8.5,4.7,14.5,0.4,79,0,14.2,12.4,18.1,0.1,88,0,-5.699999999999999,0
2024-01-20,8.9,3.5,13.8,0.0,75,0,14.9,13.1,18.0,1.7,86,0,-6.0,0
2024-01-21,6.3,2.8,8.3,17.0,90,0,13.3,11.6,14.4,25.9,91,0,-7.000000000000001,0
2024-01-22,1.3,-0.1,3.5,0.3,72,1,12.5,10.2,17.0,6.5,54,0,-11.2,0
2024-01-23,-0.3,-3.0,3.3,0.0,68,1,11.3,7.1,17.1,0.0,54,0,-11.600000000000001,0
2024-01-24,-1.4,-4.7,3.7,0.0,68,1,10.3,5.0,18.5,0.0,57,0,-11.700000000000001,0
2024-01-25,-1.6,-5.6,4.0,0.0,70,1,9.6,4.7,16.0,0.0,62,0,-11.2,0
2024-01-26,0.4,-2.0,3.8,1.1,73,1,10.3,7.2,14.3,1.4,51,0,-9.9,0
2024-01-27,0.5,-1.7,3.9,0.0,62,1,9.7,7.1,14.1,0.0,43,0,-9.2,0
2024-01-28,-1.1,-4.6,3.4,0.0,70,1,8.7,4.1,13.9,0.0,45,0,-9.799999999999999,0
2024-01-29,-1.3,-3.0,1.2,0.1,70,1,8.2,5.0,12.7,0.0,40,0,-9.5,0
2024-01-30,-0.9,-3.4,2.4,0.3,65,1,9.1,7.3,12.9,0.1,40,0,-10.0,0
2024-01-31,0.7,-1.8,4.5,0.0,67,1,9.9,6.6,15.6,0.0,47,0,-9.200000000000001,0
2024-02-01,-0.3,-4.5,5.3,0.0,70,1,9.6,4.9,16.5,0.0,55,0,-9.9,0
2024-02-02,0.7,-4.2,6.5,0.0,67,1,9.5,3.9,15.6,0.0,64,0,-8.8,0
2024-02-03,0.1,-4.0,5.6,0.0,65,1,10.5,5.4,15.6,0.0,67,0,-10.4,0
2024-02-04,1.7,-3.4,8.0,0.0,70,1,9.6,3.5,15.8,0.0,67,0,-7.8999999999999995,0
2024-02-05,3.3,-2.2,10.6,0.0,67,1,12.1,6.8,19.9,0.0,58,0,-8.8,0
2024-02-06,5.8,-0.7,15.0,0.0,68,1,11.8,6.0,18.6,0.0,61,0,-6.000000000000001,0
2024-02-07,6.8,-0.9,17.5,0.0,69,1,11.2,4.1,17.7,0.0,72,0,-4.3999999999999995,0
2024-02-08,7.5,2.5,13.2,0.0,74,0,13.3,11.2,16.1,1.0,86,0,-5.800000000000001,0
2024-02-09,6.2,2.4,12.1,0.5,79,0,12.0,8.4,15.6,20.6,85,0,-5.8,0
2024-02-10,5.7,-0.9,14.9,0.0,70,1,11.4,6.3,17.4,0.0,76,0,-5.7,0
2024-02-11,6.4,-0.1,15.5,0.0,71,1,13.2,11.4,15.9,0.8,81,0,-6.799999999999999,0
2024-02-12,8.4,3.3,15.0,0.0,60,0,12.9,10.9,16.6,14.8,90,0,-4.5,0
2024-02-13,8.0,2.7,14.5,1.5,73,0,12.1,10.8,13.8,75.3,90,0,-4.1,0
2024-02-14,5.6,2.5,8.7,3.5,88,0,10.2,8.9,11.3,39.0,85,0,-4.6,0
2024-02-15,4.5,0.2,10.5,0.0,81,0,10.7,7.7,14.1,0.8,80,0,-6.199999999999999,0
2024-02-16,5.0,0.7,9.3,0.3,77,0,12.3,7.7,18.5,0.2,69,0,-7.300000000000001,0
2024-02-17,5.7,1.5,9.5,0.1,70,0,12.0,6.4,18.5,0.6,68,0,-6.3,0
2024-02-18,4.2,0.9,6.9,1.4,74,0,12.3,7.1,19.1,4.2,56,0,-8.100000000000001,0
2024-02-19,3.5,-0.7,7.2,0.0,70,1,11.2,7.2,17.6,0.0,54,0,-7.699999999999999,0
2024-02-20,3.6,-2.1,9.2,0.0,64,1,10.7,5.6,17.1,0.0,60,0,-7.1,0
2024-02-21,4.8,-1.6,12.5,0.4,67,1,11.1,5.8,16.4,0.1,74,0,-6.3,0
2024-02-22,4.0,-0.6,10.1,0.1,80,1,12.1,7.6,17.0,0.0,73,0,-8.1,0
2024-02-23,5.6,-1.4,14.4,0.0,64,1,11.7,5.8,18.6,0.0,67,0,-6.1,0
2024-02-24,6.6,0.1,13.6,0.0,59,0,12.2,6.5,19.3,0.0,70,0,-5.6,0
2024-02-25,7.8,0.6,14.6,0.0,56,0,13.1,7.5,20.4,0.0,67,0,-5.3,0
2024-02-26,8.0,4.4,13.7,1.8,61,0,11.3,8.9,13.6,10.5,86,0,-3.3000000000000007,0
2024-02-27,8.0,3.2,13.4,0.0,71,0,13.5,9.5,18.8,0.8,75,0,-5.5,0
2024-02-28,8.8,2.5,15.8,0.0,54,0,12.9,6.7,18.5,0.0,74,0,-4.1,0
2024-02-29,9.7,2.5,16.5,0.0,41,0,13.1,8.0,19.2,0.0,73,0,-3.4000000000000004,0
2024-03-01,11.2,5.1,17.3,0.0,33,0,11.6,5.3,18.3,0.0,62,0,-0.40000000000000036,0
2024-03-02,9.7,2.7,17.1,0.5,43,0,12.8,5.8,18.5,2.6,66,0,-3.1000000000000014,0
2024-03-03,7.7,2.8,13.7,0.4,59,0,13.1,7.4,19.7,0.0,70,0,-5.3999999999999995,0
2024-03-04,7.4,0.3,14.4,0.3,62,0,13.0,7.8,18.2,0.1,72,0,-5.6,0
2024-03-05,8.4,1.5,16.0,1.0,55,0,12.7,10.4,15.9,17.0,85,0,-4.299999999999999,0
2024-03-06,6.0,1.7,10.4,4.0,77,0,13.0,8.7,17.8,2.1,75,0,-7.0,0
2024-03-07,4.8,-1.3,12.5,0.2,65,1,12.5,7.1,19.6,0.0,61,0,-7.7,0
2024-03-08,6.0,-0.1,13.3,1.8,61,1,11.4,7.0,15.5,0.5,75,0,-5.4,0
2024-03-09,4.5,-0.8,9.6,0.3,67,1,12.0,7.2,18.5,0.0,58,0,-7.5,0
2024-03-10,3.2,-2.6,9.6,0.0,63,1,12.7,7.6,19.7,0.0,46,0,-9.5,0
2024-03-11,6.4,-2.0,14.8,0.0,52,1,11.2,4.9,18.2,0.0,57,0,-4.799999999999999,0
2024-03-12,9.1,0.9,19.1,0.0,48,0,11.7,6.2,17.1,0.0,73,0,-2.5999999999999996,0
2024-03-13,9.8,3.3,17.3,1.4,37,0,13.5,10.4,18.1,0.4,75,0,-3.6999999999999993,0
2024-03-14,6.9,0.2,13.5,1.2,62,0,12.5,6.9,18.3,4.5,71,0,-5.6,0
2024-03-15,6.6,1.7,13.0,0.5,63,0,13.0,7.9,18.1,2.3,73,0,-6.4,0
2024-03-16,5.5,-0.3,11.5,0.4,69,1,12.6,7.2,18.5,0.0,67,0,-7.1,0
2024-03-17,7.4,1.5,12.5,0.0,60,0,12.1,7.4,17.9,0.5,70,0,-4.699999999999999,0
2024-03-18,8.2,2.4,14.1,0.0,51,0,13.6,7.9,21.3,0.0,62,0,-5.4,0
2024-03-19,8.1,2.5,14.6,0.0,43,0,14.4,7.8,22.0,0.0,52,0,-6.300000000000001,0
2024-03-20,7.8,2.3,14.5,2.2,54,0,13.7,9.6,18.4,5.7,70,0,-5.8999999999999995,0
2024-03-21,4.5,-0.4,7.8,1.6,74,1,13.2,8.6,18.8,0.0,53,0,-8.7,0
2024-03-22,1.6,-4.2,8.0,0.6,63,1,11.9,7.3,17.1,0.0,36,0,-10.3,0
2024-03-23,2.4,-3.8,7.7,0.0,62,1,11.3,5.2,18.2,0.0,46,0,-8.9,0
2024-03-24,5.2,-3.0,14.0,0.0,52,1,11.3,4.8,17.6,0.0,57,0,-6.1000000000000005,0
2024-03-25,8.0,-0.8,16.8,0.0,56,1,12.5,6.9,17.3,0.0,69,0,-4.5,0
2024-03-26,8.5,4.7,13.9,1.1,71,0,16.1,12.1,21.6,0.0,62,0,-7.600000000000001,0
2024-03-27,12.0,4.8,20.4,0.3,55,0,15.8,12.6,20.2,0.0,71,0,-3.8000000000000007,0
2024-03-28,13.4,3.9,23.5,0.8,49,0,16.0,11.9,20.4,0.0,67,0,-2.5999999999999996,0
2024-03-29,14.7,10.3,20.6,1.0,55,0,18.6,12.7,25.1,0.3,59,0,-3.900000000000002,0
2024-03-30,15.7,6.9,22.7,0.0,43,0,18.1,11.1,26.2,0.0,64,0,-2.400000000000002,0
2024-03-31,17.0,8.7,25.3,0.0,34,0,18.8,11.2,26.3,0.0,58,0,-1.8000000000000007,0
2024-04-01,17.2,9.1,25.4,0.0,36,0,18.9,12.1,26.1,0.0,62,0,-1.6999999999999993,0
2024-04-02,18.8,10.2,27.3,0.0,31,0,19.4,11.9,26.7,0.0,61,0,-0.5999999999999979,0
2024-04-03,18.6,8.8,28.1,0.0,37,0,18.6,11.7,26.5,0.0,64,0,0.0,0
2024-04-04,17.0,8.2,27.1,0.0,43,0,17.0,10.4,23.1,0.0,77,0,0.0,0
2024-04-05,15.0,8.6,21.1,0.0,38,0,17.8,12.8,23.8,0.0,76,0,-2.8000000000000007,0
2024-04-06,12.6,7.7,17.0,0.0,36,0,19.2,12.9,26.4,0.0,42,0,-6.6,0
2024-04-07,12.0,5.8,17.1,0.0,30,0,18.6,12.1,25.6,0.0,37,0,-6.600000000000001,0
2024-04-08,8.0,5.9,11.3,2.8,65,0,18.5,14.3,22.6,0.0,34,0,-10.5,0
2024-04-09,10.6,5.1,16.7,7.9,69,0,17.3,11.3,25.4,0.7,54,0,-6.700000000000001,0
2024-04-10,13.7,9.7,19.3,0.7,62,0,17.0,10.8,22.9,0.0,72,0,-3.3000000000000007,0
2024-04-11,13.1,6.7,19.2,0.1,62,0,17.9,13.2,22.6,0.0,78,0,-4.799999999999999,0
2024-04-12,14.1,7.6,20.9,0.0,58,0,18.6,13.4,24.2,0.0,74,0,-4.500000000000002,0
2024-04-13,13.7,8.5,18.8,1.2,64,0,21.0,14.2,29.0,0.0,60,0,-7.300000000000001,0
2024-04-14,13.2,9.3,17.7,0.6,58,0,22.1,15.2,29.4,0.0,37,0,-8.900000000000002,0
2024-04-15,13.9,6.6,20.2,0.0,40,0,21.8,15.5,30.7,0.0,38,0,-7.9,0
2024-04-16,16.6,5.8,27.2,0.0,34,0,19.8,12.1,27.1,0.0,56,0,-3.1999999999999993,0
2024-04-17,18.1,9.5,26.2,0.1,29,0,19.6,14.3,25.7,0.0,52,0,-1.5,0
2024-04-18,18.1,11.1,24.9,0.0,38,0,19.5,15.5,23.7,0.9,65,0,-1.3999999999999986,0
2024-04-19,16.1,6.5,26.3,0.0,46,0,19.0,16.4,23.2,0.2,76,0,-2.8999999999999986,0
2024-04-20,14.0,9.6,19.6,0.6,51,0,17.7,14.6,21.1,7.8,77,0,-3.6999999999999993,0
2024-04-21,14.4,6.1,22.9,0.0,51,0,17.0,13.5,21.5,0.0,71,0,-2.5999999999999996,0
2024-04-22,16.9,8.3,24.0,0.0,39,0,18.2,14.6,22.5,0.0,67,0,-1.3000000000000007,0
2024-04-23,20.2,10.9,31.4,0.0,34,0,19.0,12.1,25.1,0.0,67,0,1.1999999999999993,0
2024-04-24,23.0,15.8,31.8,0.0,19,0,21.1,12.8,28.6,0.0,51,0,1.8999999999999986,0
2024-04-25,23.1,16.6,29.6,0.1,21,0,22.3,17.0,27.9,0.0,55,0,0.8000000000000007,0
2024-04-26,22.2,14.7,29.1,0.4,24,0,22.0,16.4,28.3,0.0,63,0,0.1999999999999993,0
2024-04-27,17.8,11.4,27.9,1.3,48,0,20.0,12.9,28.3,0.0,59,0,-2.1999999999999993,0
2024-04-28,19.3,12.9,27.0,1.9,53,0,21.6,13.8,29.7,0.0,55,0,-2.3000000000000007,0
2024-04-29,17.5,12.1,24.9,5.3,68,0,21.9,14.8,29.7,0.0,56,0,-4.399999999999999,0
2024-04-30,16.7,12.2,23.4,7.4,74,0,23.2,15.9,31.6,0.2,59,0,-6.5,0
2024-05-01,16.4,11.7,22.4,9.0,73,0,23.0,17.1,28.4,2.3,65,0,-6.600000000000001,0
2024-05-02,15.9,9.9,24.2,0.6,67,0,21.6,16.1,26.9,0.0,69,0,-5.700000000000001,0
2024-05-03,15.1,7.8,21.1,0.9,58,0,21.1,17.0,27.2,0.0,56,0,-6.000000000000002,0
2024-05-04,13.8,8.5,21.1,5.7,59,0,19.8,15.5,24.5,0.0,47,0,-6.0,0
2024-05-05,8.8,6.6,12.0,19.9,79,0,18.7,13.1,23.9,0.0,48,0,-9.899999999999999,0
2024-05-06,9.9,5.0,15.6,0.0,55,0,19.8,13.9,27.1,0.0,39,0,-9.9,0
2024-05-07,11.6,2.3,18.9,0.0,45,0,19.4,11.9,27.6,0.0,43,0,-7.799999999999999,0
2024-05-08,15.8,5.9,23.9,0.0,42,0,18.4,11.8,23.6,0.0,63,0,-2.599999999999998,0
2024-05-09,16.0,9.1,22.8,0.0,43,0,19.2,13.3,24.2,0.1,56,0,-3.1999999999999993,0
2024-05-10,16.4,8.5,27.1,0.3,45,0,21.7,13.2,30.0,3.0,43,0,-5.300000000000001,0
2024-05-11,15.5,11.5,19.9,3.9,52,0,18.2,15.4,21.5,3.4,80,0,-2.6999999999999993,0
2024-05-12,11.9,8.5,15.4,8.4,75,0,18.1,13.8,23.9,6.8,77,0,-6.200000000000001,0
2024-05-13,12.4,8.0,17.0,1.8,64,0,20.3,14.9,27.5,0.0,51,0,-7.9,0
2024-05-14,10.8,4.3,16.1,0.0,60,0,20.2,15.9,26.5,0.0,52,0,-9.399999999999999,0
2024-05-15,13.7,6.2,21.0,0.1,51,0,19.4,13.4,23.7,0.0,64,0,-5.699999999999999,0
2024-05-16,15.0,7.4,22.5,0.5,63,0,19.5,12.9,25.1,0.0,66,0,-4.5,0
2024-05-17,17.3,9.5,25.6,0.2,64,0,20.9,14.6,26.1,0.0,64,0,-3.599999999999998,0
2024-05-18,19.9,13.5,27.9,1.1,57,0,21.8,16.8,27.6,0.0,68,0,-1.9000000000000021,0
2024-05-19,19.0,12.5,25.8,0.6,55,0,22.6,17.2,27.3,0.0,67,0,-3.6000000000000014,0
2024-05-20,20.0,12.8,27.4,0.8,57,0,23.1,17.8,26.7,0.0,72,0,-3.1000000000000014,0
2024-05-21,21.3,13.0,29.0,0.0,51,0,26.0,19.0,33.4,0.0,57,0,-4.699999999999999,0
2024-05-22,21.6,12.6,30.5,0.9,42,0,24.4,19.2,29.6,0.0,59,0,-2.799999999999997,0
2024-05-23,19.5,11.5,27.6,0.0,56,0,22.1,17.2,27.8,0.6,75,0,-2.6000000000000014,0
2024-05-24,15.2,11.6,19.5,1.7,63,0,23.1,17.9,28.1,0.0,44,0,-7.900000000000002,0
2024-05-25,17.0,10.9,23.1,0.0,54,0,24.3,19.8,31.8,0.0,43,0,-7.300000000000001,0
2024-05-26,16.9,9.6,24.0,0.8,59,0,22.0,16.3,28.0,2.8,62,0,-5.100000000000001,0
2024-05-27,15.7,10.8,20.4,0.5,71,0,22.2,16.9,28.8,1.2,66,0,-6.5,0
2024-05-28,15.0,9.5,20.3,6.8,72,0,22.1,17.4,26.6,1.9,60,0,-7.100000000000001,0
2024-05-29,15.7,9.4,23.1,2.3,71,0,21.0,16.1,25.2,0.5,74,0,-5.300000000000001,0
2024-05-30,16.6,9.0,23.7,0.2,63,0,21.1,16.2,25.5,9.2,73,0,-4.5,0
2024-05-31,16.8,9.1,23.3,2.9,61,0,21.6,16.5,25.5,0.0,72,0,-4.800000000000001,0
2024-06-01,19.5,11.0,28.1,0.0,52,0,22.3,15.7,27.8,0.0,69,0,-2.8000000000000007,0
2024-06-02,22.3,13.8,29.0,0.0,41,0,25.2,16.1,32.6,0.0,59,0,-2.8999999999999986,0
2024-06-03,24.5,17.2,31.0,0.0,39,0,28.6,18.6,38.2,0.0,50,0,-4.100000000000001,0
2024-06-04,25.9,18.0,32.6,0.0,35,0,29.8,21.2,40.4,0.0,47,0,-3.900000000000002,0
2024-06-05,26.5,17.4,33.9,0.0,32,0,32.6,23.0,42.7,0.0,32,0,-6.100000000000001,0
2024-06-06,26.5,18.6,33.6,0.0,31,0,33.3,24.9,41.8,0.0,27,0,-6.799999999999997,0
2024-06-07,24.2,17.0,30.9,0.8,42,0,33.1,26.9,39.8,0.0,26,0,-8.900000000000002,0
2024-06-08,20.4,14.7,25.9,3.3,60,0,30.9,24.2,37.8,0.1,29,0,-10.5,0
2024-06-09,20.6,13.9,26.8,0.0,54,0,30.1,24.8,36.1,0.0,35,0,-9.5,0
2024-06-10,21.9,15.0,28.6,0.0,42,0,29.6,22.4,37.3,0.0,36,0,-7.700000000000003,0
2024-06-11,24.5,15.5,32.9,0.0,38,0,28.8,21.5,37.7,0.0,45,0,-4.300000000000001,0
2024-06-12,27.6,17.5,36.3,0.0,31,0,29.4,21.9,38.1,0.0,49,0,-1.7999999999999972,0
2024-06-13,28.2,19.2,36.1,0.0,29,0,31.6,24.0,42.7,0.0,37,0,-3.400000000000002,0
2024-06-14,28.6,18.8,37.1,1.5,28,0,32.4,26.5,42.2,0.0,34,0,-3.799999999999997,0
2024-06-15,24.4,19.4,29.7,0.0,40,0,31.0,24.2,40.2,0.0,38,0,-6.600000000000001,0
2024-06-16,23.7,15.2,31.7,0.0,39,0,28.2,23.4,32.8,0.0,47,0,-4.5,0
2024-06-17,26.3,17.9,33.4,0.0,31,0,26.3,22.0,30.6,0.0,68,0,0.0,0
2024-06-18,27.6,19.6,34.3,0.0,26,0,27.2,22.5,32.2,0.0,67,0,0.40000000000000213,0
2024-06-19,27.4,20.2,33.8,0.0,29,0,28.6,21.9,35.2,0.0,57,0,-1.2000000000000028,0
2024-06-20,27.3,19.6,34.1,0.0,30,0,28.6,22.1,34.3,0.0,60,0,-1.3000000000000007,0
2024-06-21,26.2,20.0,31.7,0.0,35,0,30.2,23.5,38.5,0.0,55,0,-4.0,0
2024-06-22,26.0,18.6,32.7,0.0,33,0,29.9,25.0,37.5,0.0,48,0,-3.8999999999999986,0
2024-06-23,26.5,17.3,34.6,0.0,21,0,29.5,23.5,36.5,0.0,51,0,-3.0,0
2024-06-24,27.9,18.0,35.7,0.0,20,0,27.9,23.1,32.1,0.0,67,0,0.0,0
2024-06-25,29.8,20.3,37.3,0.0,22,0,28.3,23.2,32.8,0.0,71,0,1.5,0
2024-06-26,26.7,20.6,33.0,0.0,37,0,30.6,24.1,37.0,0.0,53,0,-3.900000000000002,0
2024-06-27,25.2,17.5,32.2,0.0,32,0,30.0,25.3,37.1,0.0,52,0,-4.800000000000001,0
2024-06-28,27.1,18.0,34.8,0.7,27,0,28.8,23.8,33.6,0.0,58,0,-1.6999999999999993,0
2024-06-29,25.0,20.2,29.9,0.0,28,0,29.8,23.4,35.9,1.0,54,0,-4.800000000000001,0
2024-06-30,22.4,17.1,27.6,0.0,38,0,32.7,27.7,39.0,0.0,23,0,-10.300000000000004,0
2024-07-01,23.4,16.7,29.1,0.0,35,0,32.2,25.2,39.5,0.0,24,0,-8.800000000000004,0
2024-07-02,24.4,17.0,30.8,0.0,31,0,31.5,23.5,39.5,0.0,28,0,-7.100000000000001,0
2024-07-03,27.4,17.2,36.4,0.2,24,0,28.9,23.5,34.5,0.0,50,0,-1.5,0
2024-07-04,26.3,18.2,32.7,0.0,26,0,26.7,24.3,29.5,4.7,74,0,-0.3999999999999986,0
2024-07-05,24.0,16.9,30.5,0.0,44,0,26.8,22.5,31.2,6.7,68,0,-2.8000000000000007,0
2024-07-06,23.4,17.6,28.4,0.0,46,0,31.3,23.5,37.8,0.0,35,0,-7.900000000000002,0
2024-07-07,25.1,18.4,31.3,0.0,45,0,33.6,27.2,41.0,0.0,29,0,-8.5,0
2024-07-08,25.9,18.8,32.6,0.0,44,0,33.8,28.4,41.3,0.0,37,0,-7.899999999999999,0
2024-07-09,26.4,21.4,31.2,0.0,40,0,32.8,26.1,40.9,0.0,44,0,-6.399999999999999,0
2024-07-10,25.7,20.5,32.0,3.6,46,0,31.7,27.1,36.2,1.3,45,0,-6.0,0
2024-07-11,24.8,17.9,31.9,0.0,46,0,30.7,25.1,35.5,0.0,45,0,-5.899999999999999,0
2024-07-12,25.4,17.7,32.5,0.0,44,0,30.3,24.0,36.5,0.0,53,0,-4.900000000000002,0
2024-07-13,25.7,18.7,32.7,0.2,43,0,28.5,23.8,33.0,0.0,65,0,-2.8000000000000007,0
2024-07-14,25.1,20.1,29.9,0.0,49,0,30.9,24.8,36.6,0.5,51,0,-5.799999999999997,0
2024-07-15,25.6,19.5,31.5,0.0,42,0,32.2,25.8,39.6,0.0,42,0,-6.600000000000001,0
2024-07-16,26.1,19.1,32.5,0.0,38,0,30.7,25.3,36.8,1.9,55,0,-4.599999999999998,0
2024-07-17,27.1,21.5,32.9,2.6,38,0,30.5,24.2,36.3,0.0,56,0,-3.3999999999999986,0
2024-07-18,26.8,19.5,32.8,0.0,43,0,31.6,25.8,39.1,0.0,50,0,-4.800000000000001,0
2024-07-19,27.3,22.3,32.2,0.0,37,0,34.4,27.0,42.1,0.0,36,0,-7.099999999999998,0
2024-07-20,26.6,20.5,31.7,0.0,31,0,34.6,28.0,42.5,0.0,25,0,-8.0,0
2024-07-21,28.0,20.3,34.5,0.0,31,0,33.5,26.8,42.1,0.0,32,0,-5.5,0
2024-07-22,29.1,19.8,36.1,0.0,31,0,32.1,26.7,38.7,0.0,46,0,-3.0,0
2024-07-23,29.6,22.1,35.8,0.0,30,0,31.4,27.0,35.0,0.0,58,0,-1.7999999999999972,0
2024-07-24,26.9,20.6,32.9,0.4,44,0,31.4,27.4,35.6,1.4,63,0,-4.5,0
2024-07-25,26.7,21.4,32.8,1.0,46,0,29.3,27.0,33.2,20.5,80,0,-2.6000000000000014,0
2024-07-26,23.3,17.8,28.1,1.5,59,0,30.4,24.5,35.8,0.3,59,0,-7.099999999999998,0
2024-07-27,22.0,14.8,27.8,0.0,50,0,32.2,27.1,38.3,0.0,28,0,-10.200000000000003,0
2024-07-28,22.9,16.9,29.0,0.0,49,0,32.4,26.1,40.0,0.0,34,0,-9.5,0
2024-07-29,23.1,16.1,29.8,0.0,36,0,32.7,25.6,40.5,0.0,33,0,-9.600000000000001,0
2024-07-30,24.4,16.9,30.7,0.0,32,0,31.9,24.5,40.0,0.0,36,0,-7.5,0
2024-07-31,24.0,18.4,29.9,0.0,41,0,32.5,26.2,39.9,0.0,32,0,-8.5,0
2024-08-01,24.3,17.0,30.6,0.0,32,0,32.2,25.8,39.3,0.0,35,0,-7.900000000000002,0
2024-08-02,25.5,17.3,32.6,0.0,33,0,31.3,24.4,38.0,0.0,43,0,-5.800000000000001,0
2024-08-03,27.1,17.1,35.0,0.0,27,0,29.4,24.5,33.5,0.0,60,0,-2.299999999999997,0
2024-08-04,27.7,19.6,34.1,0.0,23,0,28.9,24.5,32.8,0.0,71,0,-1.1999999999999993,0
2024-08-05,27.8,20.1,33.7,0.0,30,0,29.7,25.1,34.2,0.0,66,0,-1.8999999999999986,0
2024-08-06,27.1,18.9,33.8,0.0,37,0,29.3,24.6,33.4,0.0,63,0,-2.1999999999999993,0
2024-08-07,27.1,20.8,32.7,0.0,33,0,29.3,25.3,33.8,0.0,66,0,-2.1999999999999993,0
2024-08-08,26.8,18.9,33.7,0.0,35,0,29.1,25.5,33.4,0.0,66,0,-2.3000000000000007,0
2024-08-09,28.3,21.3,35.2,0.0,31,0,28.8,24.5,33.2,0.0,70,0,-0.5,0
2024-08-10,27.2,21.1,32.2,0.3,36,0,28.9,24.4,32.8,0.0,70,0,-1.6999999999999993,0
2024-08-11,25.0,19.9,30.2,0.0,41,0,31.6,26.1,40.0,0.0,52,0,-6.600000000000001,0
2024-08-12,24.1,18.2,29.8,0.0,35,0,33.4,26.4,40.9,0.0,26,0,-9.299999999999997,0
2024-08-13,24.5,17.6,31.5,0.0,34,0,32.3,26.0,40.0,0.0,27,0,-7.799999999999997,0
2024-08-14,26.8,19.1,33.8,0.0,28,0,31.3,24.6,38.3,0.0,39,0,-4.5,0
2024-08-15,26.3,19.6,32.9,0.0,29,0,30.7,25.9,37.5,0.0,47,0,-4.399999999999999,0
2024-08-16,24.0,18.4,29.8,0.0,30,0,33.7,25.5,42.2,0.0,23,0,-9.700000000000003,0
2024-08-17,21.1,15.0,27.1,0.0,41,0,32.8,28.1,40.7,0.0,21,0,-11.699999999999996,0
2024-08-18,23.7,15.1,31.9,0.0,35,0,30.1,24.5,36.8,0.0,35,0,-6.400000000000002,0
2024-08-19,26.7,17.3,35.5,0.0,29,0,29.1,22.7,35.8,0.0,50,0,-2.400000000000002,0
2024-08-20,27.9,19.4,35.9,0.0,29,0,28.3,22.9,33.1,0.0,54,0,-0.40000000000000213,0
